"","Level 15 :","Dismantling II","","Level 30 :","Echopulse","Hot on the trail","Level 50 :","Masterful Display / Vital Points","Weak Body, Weak Soul","","","","","Level 15 :","Dismantling II","","Level 30 :","Danse Macabre","","Level 50 :","Extermination","Fresh Target","","","","","Level 15 :","Dismantling II","","Level 30 :","Blinding Strike","","Level 50 :","Extermination","Continuous Analysis","","Pet Protocol","Devotion of the Aquila / Targeted Harassment / Falconry","","Level 15 :","Dismantling II","","Level 30 :","Deadly Accuracy","Hot on the trail","Level 50 :","Deadly Aim","Weak Body, Weak Soul","","","","","Level 15 :","Death Waltz III","","Level 30 :","Devastating Attack","","Level 50 :","Eager for Battle *","It Takes Two","","","","","Level 15 :","Dismantling III","","Level 30 :","Contingency Plan","Hot on the trail","Level 50 :","Deadly Aim / Vital Points","Weak Body, Weak Soul","","","","","Level 15 :","Daring Breach IV","","Level 30 :","Death Whisper","","Level 50 :","Peak Condition","Ramming Speed","","","","","Level 15 :","Daring Breach IV","","Level 30 :","Killing Edge","","Level 50 :","Degraded Defence","Crowd Kill","","","","","","","","","","","","","","","",""
"","","","","Level 31 :","Trail and Shatter","","Level 51 :","Guresome Kill","Medicae","","","","","","","","Level 31 :","Killing Plan","Create an Opening","Level 51 :","Killing Spree","Lore Warp / Medicae","","","","","","","","Level 31 :","Emergency Protocol","Killing Plan","Level 51 :","Bloody Mark","Medicae","","","","","","","","Level 31 :","Trail and Shatter","","Level 51 :","Guresome Kill","Medicae","","","","","","","","Level 31 :","Breaking Attack","","Level 51 :","Contempt for the Weak","Demolition","","","","","","","","Level 31 :","Trail and Shatter","","Level 51 :","Gruesome Kill","Awareness / Lore Xenos","","","","","","","","Level 31 :","Dual Weapon Combat","Seize the Advantage","Level 51 :","An Eye for the Unscathed","Medicae","","","","","","","","Level 31 :","Shield Mastery","Morbid pirouette","Level 51 :","Outsmart / Perfect Opening","Medicae","","","","","","","","","","","","","","","",""
"","","","","Level 32 :","Intelligence","Lore Xenos","Level 52 :","Instant Exposure","Contingency Plan","","","","","","","","Level 32 :","Logic / Lore Xenos","","Level 52 :","Bringer of Doom","Familiar Kickback / Disorienting Plan","","","","","","","","Level 32 :","Intelligence","","Level 52 :","Weak Body, Weak Soul","Characteristic Training: Int","","","","","","","","Level 32 :","Intelligence","Lore Xenos","Level 52 :","Instant Exposure","Characteristic Training: PER","","","","","","","","Level 32 :","Perception","Awareness","Level 52 :","Race Against Death","It Will Not DIe","","","","","","","","Level 32 :","Perception","Logic","Level 52 :","Comprehensive Analysis","Combat Addict","","","","","","","","Level 32 :","Athletics","","Level 52 :","Perfect Opening","Swift Movements","","","","","","","","Level 32 :","Coercion","","Level 52 :","Esquive","Characteristic Training: Agi","","","","","","","","","","","","","","","",""
"","","","","Level 33 :","Expert Finesse","","Level 53 :","Precise Attack","Intelligence","","","","","","","","Level 33 :","Lone Killer","Perception","Level 53 :","Precise Attack","Intelligence","","","","","","","","Level 33 :","Swift Shadow","","Level 53 :","Tactical Knowledge","Intelligence","","","","","","","","Level 33 :","Expert Finesse","","Level 53 :","Precise Attack","Intelligence","","","","","","","","Level 33 :","Critical Versatility","Perception","Level 53 :","Veil of Blades","Toughness","","","","","","","","Level 33 :","Expert Finesse","","Level 53 :","Precise Attack","Perception","","","","","","","","Level 33 :","Imminent Demise","Perception","Level 53 :","Sworn Enemy","Perception","","","","","","","","Level 33 :","Lone Killer","Perception","Level 53 :","Poised to Strike","Perception","","","","","","","","","","","","","","","",""
"","","","","Level 34 :","Familiar Kickback","","Level 54 :","Deadly Aim / Extermination","Insightful Percision","","","","","","","","Level 34 :","Disorienting Plan / Familiar Kickback","","Level 54 :","Deadly Aim / Masterful Precision","Insightful Precision","","","","","","","","Level 34 :","Spare Magazine","","Level 54 :","Eager Subordinates","Improved Tactics","","","","","","","","Level 34 :","Grenadier","","Level 54 :","Vital Points","Insightful Percision","","","","","","","","Level 34 :","Toughness","Escape Plan","Level 54 :","Extermination","Accustomed to Glory","","","","","","","","Level 34 :","Grenadier","","Level 54 :","Extermination","Insightful Percision","","","","","","","","Level 34 :","Nimble","","Level 54 :","Lethal Threat","Outsmart","","","","","","","","Level 34 :","Persistence of the Forge","","Level 54 :","Peak Condition","Flawless Lunge","","","","","","","","","","","","","","","",""
"","","","","Level 35 :","Wild Hunt III","","Level 55 :","AP +1","","","","","","","","","Level 35 :","Dispatch I","","Level 55 :","Ap +1","","","","","","","","","Level 35 :","Overcharge III","","Level 55 :","AP +1","","","","","","","","","Level 35 :","Wild Hunt III","","Level 55 :","AP +1","","","","","","","","","Level 35 :","Steady Superiority II","","Level 55 :","AP +1","","","","","","","","","Level 35 :","Wild Hunt III","","Level 55 :","AP +1","","","","","","","","","Level 35 :","Dispatch III","","Level 55 :","AP +1","","","","","","","","","Level 35 :","Dispatch III","","Level 55 :","AP +1","","","","","","","","","","","","","","","","",""
"","The Paw Patrol (Ryder & Chase)","","","","","","","","","","Skill Options","","","The Mandalorian","","","","","","","","","","Skill Options","","","Judge Dreadd ","","","","","","","","","","Skill Options","","","The Chief (Shield and Shotgun Castigator) - Forge World (Sub Skin Armour) - Abitrator (Castigator) - Officer - BS + 2 / TGH +2 / Fel +2","","","","","","","","","","Skill Options","","","Shield Dancer","","","","","","","","","","Skill Options","","","The Terminator","","","","","","","","","","Skill Options","","","Kennel Master (Heretic Officer Overseer)","","","","","","","","","","Skill Options","","","Proctor Exactant (Exaction Squad Commander - Kill Team)","","","","","","","","","","Skill Options","","","","","","","","","","","","","",""
"","Forge World (Subskin Armour) - Arbitrator (Subductor) - WS +2 / STR +2 / TGH +2 - With the new DLC hits now give the dog and user a Malpain shroud effect","","","","","","","","","","Coercion / athletics / carouse","","","Fortress world - Arbitrator (Vigilant) - Soldier - BS +2 / Agility +2 / Perception +2 - Shotgun Bounty Hunter build","","","","","","","","","","Coercion / demolition / awareness","","","Double Shotgun pet build https://youtu.be/I3Dww9kjYJI - Fortress world - Arbitrator (Vigilant) - Soldier - BS +2 / Agility +2 / Perception +2","","","","","","","","","","Demolitions / Awareness / Coercion","","","Chartist Pendant/Ancient Terra Moncle to turn Lore Imperium to Fel to stack with breacher armour and saint cognacius' scriptures for a super tanky officer. Foehammers until shotgun Mastery","","","","","","","","","","Coercion / Lore Imperium","","","Forge World (Locomotive Systems) - Arbitrator Subductor) - Bladedancer - WS +2 / Agility +2 / Perception +2","","","","","","","","","","Medicae / Demolition / Coercion","","","Fortress world - Arbitrator (Vigilant) - Soldier - BS +2 / Agility +2 / Perception +2 - Heavy Gunner, shotgun build (Artificer power armour for 1 ap burst fire)","","","","","","","","","","Awareness / Demolition / Coercion","","","Fortress World - Arbitrator (Castigator) - Officer - Ballistic Skill +2 / Agility +2 / Fellowship +2","","","","","","","","","","Coercion / athletics / carouse","","","Fortress world - Arbitrator (Vigilant) - Soldier - BS +2 / Agility +2 / Perception +2","","","","","","","","","","Demolition / Coercion / Awareness","","","","","","","","","","","","","",""
"","Warrior","","","Overseer","","","Exemplar","","","","","","","Soldier","","","Bounty Hunter","","","Exemplar","","","","","","","Soldier","","","Overseer","","","Exemplar","","","","","","","Officer","","","Grand Strategist","","","Exemplar","","","","","","","Blade Dancer","","","Overseer","","","Exemplar","","","","","","","Soldier","","","Arch-Militant","","","Exemplar","","","","","","","Officer","","","Overseer","","","Exemplar","","","","","","","Soldier","","","Arch-Militant","","","Exemplar","","","","","","","","","","","","","","","","","",""
"","Level 1 :","Charge","","Level 16 :","Cyber-Mastiff Proficiency","","Level 36 :","Eagar for battle *","Easy Target","","","","","Level 1 :","Run and Gun","","Level 16 :","Hunt Down The Prey","","Level 36 :","Eager for Battle","Rapid Reload","","","","","Level 1 :","Run and Gun","","Level 16 :","Cyber-Mastiff Proficiency","","Level 36 :","Eager for Battle","Camaraderie","","","","","Level 1 :","Voice Of Command","","Level 16 :","Combat Tactics","","Level 36 :","Firebrand","Seize the Initiative","","","","","Level 1 :","Blade Dance","","Level 16 :","Cyber-Mastiff Proficiency","","Level 36 :","Eager for Battle *","Guillotine","","","","","Level 1 :","Run and Gun","","Level 16 :","Versitility","","Level 36 :","Peak Condition","Rapid Reload","","","","","Level 1 :","Voice Of Command","","Level 16 :","Cyber-Mastiff Proficiency","","Level 36 :","Firebrand","No Respite","","","","","Level 1 :","Run and Gun","","Level 16 :","Versitility","","Level 36 :","Eager for Battle","Rapid Reload","","","","","","","","","","","","","","","",""
"","Level 2 :","Medicae","","Level 17 :","Advanced Tracking","","Level 37 :","Coercion","Dependable Ally","","Gear to consider","","","Level 2 :","Demolition","","Level 17 :","Claim the Bounty","","Level 37 :","Demolition","Share the Spoils","","Gear to consider","","","Level 2 :","Demolition","","Level 17 :","Strategic Adaptation","","Level 37 :","Demolition","Brother-In-Arms 
/ Side by Side","","Gear to consider","","","Level 2 :","Coercion","","Level 17 :","Combat Locus Stratagem","","Level 37 :","Coercion","Strongpoint","","Gear to consider","","","Level 2 :","Medicae","","Level 17 :","Advanced Tracking","","Level 37 :","Medicae","Side by Side","","Gear to consider","","","Level 2 :","Demolition","","Level 17 :","Reckless Rush","","Level 37 :","Demolition","Dismantle","","Gear to consider","","","Level 2 :","Coercion","","Level 17 :","Advanced Tracking","","Level 37 :","Coercion","Brother-in-Arms","","Gear to consider","","","Level 2 :","Demolition","","Level 17 :","Reckless Rush","","Level 37 :","Demolition","Dismantle","","Gear to consider","","","","","","","","","","","","","",""
"","Level 3 :","Endure","","Level 18 :","Joint Hunting","","Level 38 :","Weapon Skill","Melee Weapon Specialist","","Helm","Steel guidance / Arbites helmet / Retinal Analyser","","Level 3 :","Revel in Slaughter","","Level 18 :","Cut to the chase","","Level 38 :","Ballistic Skill","Mob Justice","","Helm","Steel guidance / Arbites helmet","","Level 3 :","Revel in Slaughter","","Level 18 :","Rite of Calibration","","Level 38 :","Ballistic Skill","Spare Magazine","","Helm","Steel guidance / Arbites helmet / Commissar Cap","","Level 3 :","Bring it Down !","","Level 18 :","Improvised Strategy","","Level 38 :","Fellowship","Mob Justice","","Helm","Commander's Moncole / Steel Guidance / Helm of Determination","","Level 3 :","Death From Above","","Level 18 :","Rite of Calibration","","Level 38 :","Weapon Skill","Shield Mastery","","Helm","The Guardian Crown / Adeptus Arbites Helmet / Retinal Analyser","","Level 3 :","Revel in Slaughter","","Level 18 :","Allout","","Level 38 :","Ballistic Skill","Power Armour Proficiency","","Helm","Gunslinger Helm / Steel Guidance / Arbites Helm","","Level 3 :","Bring it Down !","","Level 18 :","Special Training","","Level 38 :","Ballistic Skill","Shotgun Mastery","","Helm","Steel Guidance / Helm of Determination / Commissar's Cap","","Level 3 :","Revel in Slaughter","","Level 18 :","Allout","","Level 38 :","Ballistic Skill","Arbites Physicial Training","","Helm","Steel Guidance / Gunslinger's Helm / Commissar Cap / Adeptus Arbites Helmet","","","","","","","","","","","","",""
"","Level 4 :","Daring Breach","Thick skin","Level 19 :","Overcharge","","Level 39 :","Forceful Strike","Coercion","","Armour","[War World Origin] Tempestus Elite Carapace","","Level 4 :","Firearm Mastery","Point-Blank","Level 19 :","Wild Hunt","","Level 39 :","Entrench","Demolition","","Armour","[Hive world Origin] Voidsmen Armour","","Level 4 :","Firearm Mastery","Point-Blank","Level 19 :","Overcharge","","Level 39 :","Entrench","Demolition","","Armour","[Hive world Origin] Voidsmen Armour / Warrior Armour","","Level 4 :","Finest Hour","Lasting Impression","Level 19 :","Take and Hold","","Level 39 :","Move, Move, Move","Coercion","","Armour","Breacher's Armour / Arbitrator Solomon Vhyr's Armour","","Level 4 :","Death Waltz","Death Warden","Level 19 :","Overcharge","","Level 39 :","Acrobatic Artistry","Medicae","","Armour","Armour of Hidden Promise / [Death World Origin] Enforcer Light Crapace / Shadow of the Undying One","","Level 4 :","Firearm Mastery","Point-Blank","Level 19 :","Steady Superiority","","Level 39 :","Entrench","Demolition","","Armour","Artificer Power Armour / Adherent of Mankind","","Level 4 :","Finest Hour","Lasting Impression","Level 19 :","Overcharge","","Level 39 :","Air of Authority / Break their ranks!","Coercion","","Armour","Breacher's Armour / [Hive World Origin] Voidsmen Armour","","Level 4 :","Firearm Mastery","Point-Blank","Level 19 :","Steady Superiority","","Level 39 :","Entrench","Demolition","","Armour","[Hive World Origin] Voidsmen Armour / [Death World Origin] Enforcer's Light Carapace","","","","","","","","","","","","",""
"","Level 5 :","Hardened Scars","Weapon Skill","Level 20 :","Ap +1","Weapon Skill","Level 40 :","Degraded Defence","Suppressive Factor","","Cloak","Malpain Shroud / Swashbuckler Cloak","","Level 5 :","Ballistic Skill","Demolition Engineer","Level 20 :","AP +1 - Ballistic Skill","Dual-Weapon Combat","Level 40 :","Degraded Defence","Pierce the Armour","","Cloak","Cloak of Hatred","","Level 5 :","Ballistic Skill","Demolition Engineer","Level 20 :","Ap +1","Ballistic Skill","Level 40 :","Degraded Defence","Relentless Pursuit","","Cloak","Cloak of Hatred / Sensory-motor Modulator","","Level 5 :","Ballistic Skill","Lawful Intervention","Level 20 :","Ap +1","Fellowship","Level 40 :","Peak Condition","Disputed Zone","","Cloak","Cape of Reckoning / Von Valancius Cloak / Rogue Trader's Cloak","","Level 5 :","Duelling Mastery","Weapon Skill","Level 20 :","Ap +1","Weapon Skill","Level 40 :","Degraded Defence","Battle Mode: Terror","","Cloak","Malpain Shroud / Swashbuckler Cloak","","Level 5 :","Ballistic Skill","Demolition Engineer","Level 20 :","AP +1","Ballistic Skill","Level 40 :","Degraded Defence","Distract","","Cloak","Tactical Backpack","","Level 5 :","Ballistic Skill","Lawful Intervention","Level 20 :","Ap +1","Ballistic Skill","Level 40 :","Adamantium Alloys","Autonomous Medikit","","Cloak","Cloak of Hatred / Rogue Trader's Cloak / Von Valancius Cloak","","Level 5 :","Ballistic Skill","Demolition Engineer","Level 20 :","AP +1","Ballistic Skill","Level 40 :","Degraded Defence","Distract","","Cloak","Tempestus Elite Carapace Backpack / Cloak of Hatred / Tactical Backpack","","","","","","","","","","","","",""
"","Level 6 :","Taunting Scream","Coercion","Level 21 :","Master's Patronage","Weapon Skill","Level 41 :","Weapon Skill","Crowd Kill","","Neck","Solid Shield Enarmes","","Level 6 :","Ballistic Skill","Concentrated Fire","Level 21 :","Ballistic Skill","Hunter's Ambush","Level 41 :","Ballistic Skill","Enough Bullets for Everyone","","Neck","Vial of Falstow","","Level 6 :","Ballistic Skill","Concentrated fire","Level 21 :","Enhanced Augmetics","Ballistic Skill","Level 41 :","Ballistic Skill","Rapid Reload","","Neck","Vial of Falstow / Ironclad Argument","","Level 6 :","Decisive Response","Ballistic Skill","Level 21 :","Shotgun Mastery","Ballistic Skill","Level 41 :","Ballistic Skill","Be Vigilant!","","Neck","Chartist Pendant","","Level 6 :","Veil of Blades","Medicae","Level 21 :","Shared Blood","Weapon Skill","Level 41 :","Weapon Skill","Duellist","","Neck","Invigorating Resolve","","Level 6 :","Ballistic Skill","Concentrated Fire","Level 21 :","Always Ready","Ballistic Skill","Level 41 :","Ballistic Skill","Fired Up","","Neck","Fury Incarnate / Ruby Splash Necklace / Dog Tags / Focus Incense","","Level 6 :","Decisive Response","Ballistic Skill","Level 21 :","Enhanced Augmetics","Ballistic Skill","Level 41 :","Ballistic Skill","Inspiring speech / Prepare for an assault!","","Neck","Chartist Pendant / Medal of Alacrity","","Level 6 :","Ballistic Skill","Concentrated Fire","Level 21 :","Dependable","Ballistic Skill","Level 41 :","Ballistic Skill","Swift Slaughter","","Neck","Fury Incarnate / Ruby Splash Necklace / Dog Tags / Focus Incense","","","","","","","","","","","","",""
"","Level 7 :","Weapon Skill","The Steady Hand of Justice","Level 22 :","Strategic Adaptation","Coercion","Level 42 :","Bite!","Toughness","","Accessory 1","Sturdy Shield Straps","","Level 7 :","Perception","Lawful Intervention","Level 22 :","Cull the bold","","Level 42 :","Piercing Shot","Agility","","Accessory 1","Demolition Instructions","","Level 7 :","Perception","Lawful Intervention","Level 22 :","Advanced Tracking","Demolition","Level 42 :","Bite!","Agility","","Accessory 1","Demolition Instructions / Bayonet Chain Knife","","Level 7 :","Air of Authority","Grenadier","Level 22 :","Blitz Stratagem","","Level 42 :","Overwhelming Stratagem","Ballistic Skill","","Accessory 1","Saint Cognacius' Scriptures","","Level 7 :","Weapon Skill","Anticipation","Level 22 :","Strategic Adaptation","Medicae","Level 42 :","Consolidation","Agility","","Accessory 1","Bead of Might / Voidborn's pride","","Level 7 :","Agility","Lawful Intervention","Level 22 :","Wildfire","Breaking Point","Level 42 :","Kick","Agility","","Accessory 1","Echo of Victory / Demolition Instructions / Litany of Exhaustion","","Level 7 :","Move Move Move","Armour-Piercing","Level 22 :","Strategic Adaptation","Coercion","Level 42 :","Bite!","Fellowship","","Accessory 1","Saint Cognatius's Scriptures / Commander's Chrono","","Level 7 :","Agility","Lawful Intervention","Level 22 :","Wildfire","Shotgun Mastery","Level 42 :","Kick","Agility","","Accessory 1","Demolition Instructions / Litany of Exhaustion / Echo of Victory","","","","","","","","","","","","",""
"","Level 8 :","Coercion","Rigorous Training","Level 23 :","Enhanced Augmetics","","Level 43 :","Public Sentencing","Arbites Physical Training / Power armour proficiency","","Accessory 2","Portable Motive Force Storage","","Level 8 :","Fired Up","Demolition","Level 23 :","Flay the bold","Demolition","Level 43 :","Pierce and Ruin","Shield Mastery","","Accessory 2","Bead of Might","","Level 8 :","Fired up","Demolition","Level 23 :","Armour-Piercing","","Level 43 :","Prepared Prosecution","Grenadier","","Accessory 2","Bead of Might / Portable Motive Force Storage / Seal of the Purifier / Iron Cape","","Level 8 :","Steel Resolve","Coercion","Level 23 :","Coercion","Opening Strategy","Level 43 :","Daunting Zone","Heavy Armour Proficiency","","Accessory 2","Prescint Vox-Relay / Commander's Notes","","Level 8 :","Coercion","Law and Order","Level 23 :","Chain-Maw","","Level 43 :","Relentless Pursuit","Mob Justice","","Accessory 2","Portable Motive Force Storage","","Level 8 :","Rack and Ruin","Demolition","Level 23 :","Demolition","Heavy Gunner","Level 43 :","Martial Art / Ingenious","Public Sentencing","","Accessory 2","Bead of Might / Iron Cape / Cruciatum Litany","","Level 8 :","Focus!","Coercion","Level 23 :","Rite of Calibration","","Level 43 :","Battle Mode: Terror","Grenadier","","Accessory 2","Portable Motive Force Storage","","Level 8 :","Rack and Ruin","Demolition","Level 23 :","Demolition","Always Ready","Level 43 :","Ingenious","Pillar of the Law","","Accessory 2","Bead of Might / Iron Cape / Cruciatum Litany","","","","","","","","","","","","",""
"","Level 9 :","Daring Breach II","","Level 24 :","Toughness","Dual-Weapon Combat","Level 44 :","Carouse","Destroyer *","","Gloves","Augmented Gloves / Adaptive Gloves / Relished Anguish / Metal Claw Gloves","","Level 9 :","Firearm Mastery I","","Level 24 :","Agility","Armour-Piercing","Level 44 :","Coercion","Deadly Aim *","","Gloves","Elastic Gloves / Inevietable Demise / Marksman Bracers","","Level 9 :","Firearm Mastery I","","Level 24 :","Agility","Dual-Weapon Combat","Level 44 :","Coercion","Extermination","","Gloves","Elastic Gloves / Inevietable Demise / Marksman Bracers","","Level 9 :","Finest Hour IV","","Level 24 :","Ballistic Skill","Law and Order","Level 44 :","Lore Imperium","Eager for Battle ","","Gloves","Thrice-Pioneer's Bracers / Elastic Gloves / Relished Anguish","","Level 9 :","Death Waltz II","","Level 24 :","Agility","Armour-Piercing","Level 44 :","Coercion","Destroyer *","","Gloves","Augmented Gloves / Adaptive Gloves / Metal Claw Gloves / Inevitable Demise","","Level 9 :","Firearm Mastery II","","Level 24 :","Agility","Overpower","Level 44 :","Coercion","Eager for Battle","","Gloves","Compensator Gloves / Gloves of Rapid Desolation","","Level 9 :","Finest Hour IV","","Level 24 :","Fellowship","Familiar Kickback","Level 44 :","Lore Imperium","Eager for Battle","","Gloves","Relished Anguish","","Level 9 :","Firearm Mastery III","","Level 24 :","Agility","Law and Order","Level 44 :","Coercion","Extermination","","Gloves","Compensator Gloves / Gloves of Rapid Desolation / Elastic Gloves / Marksman Gloves","","","","","","","","","","","","",""
"","Level 10 :","Impetus","Strength","Level 25 :","Brother-In-Arms","","Level 45 :","AP +1","","","Boots","Enforcer Light Boots / Void veteran boots","","Level 10 :","Rack and Ruin","Perception","Level 25 :","Hunting Surge","","Level 45 :","AP +1","","","Boots","Heavy Breacher Boots / Navy Breacher Boots","","Level 10 :","Enough Bullets for Everyone","Perception","Level 25 :","Chain-Maw","","Level 45 :","AP +1","","","Boots","Navy Breacher Boots / Heavy Breacher Boots","","Level 10 :","Lore Imperium","Toughness","Level 25 :","Blurred Locus","","Level 45 :","Ap +1","","","Boots","Enforcer Light Boots / Commissar Boots","","Level 10 :","Spinning Blades","Agility","Level 25 :","Enhanced Augmetics","","Level 45 :","","","","Boots","Fencing Boots / Inertia Boots","","Level 10 :","Swift Slaughter","Agility","Level 25 :","Flashfire","","Level 45 :","AP +1","","","Boots","Caligae of Saint Keefe / Recoil Warboots / Sororitas Boots / Inertia Boots (Heavy breacher still bugged)","","Level 10 :","Lore Imperium","Fellowship","Level 25 :","Chain-Maw","","Level 45 :","AP +1","","","Boots","Commissar Boots","","Level 10 :","Fired Up","Agility","Level 25 :","Flashfire","","Level 45 :","AP +1","","","Boots","Caligae of Saint Keefe / Recoil Warboots / Sororitas Boots / Inertia Boots (Heavy breacher still bugged)","","","","","","","","","","","","",""
"","Level 11 :","Reckless Strike","Heavy Armour Proficiency","Level 26 :","Toughness","Coercion","Level 46 :","Contempt","Carouse","","Weapon Set 1","Heavy Maul / [SOL Pattern] Power Maul / Coffinmaker's Sledge","","Level 11 :","Dash","Coercion","Level 26 :","Demolition","Agility","Level 46 :","Second Skin","Coercion","","Weapon Set 1","Double-Barreled Shotgun","","Level 11 :","Dash","Coercion","Level 26 :","Agility","Demolition","Level 46 :","Rack and Ruin","Coercion","","Weapon Set 1","Double-Barreled Shotgun","","Level 11 :","Inspiring speech","Fellowship","Level 26 :","Fellowship","Coercion","Level 46 :","Leader's Assault","Lore Imperium","","Weapon Set 1","Advanced Adeptus Arbites Shotgun / Scoped Shotgun","","Level 11 :","Blood Oath","Blood Rush","Level 26 :","Agility","Medicae","Level 46 :","Rising Tempo","Coercion","","Weapon Set 1","Blade of the Blood Hunter / Imminent Torment / Virulent Slicer","","Level 11 :","Rapid Fire","Coercion","Level 26 :","Demolition","Agility","Level 46 :","Muzzle Velocity","Coercion","","Weapon Set 1","Advanced Heavy Stubber / Righteous Anger","","Level 11 :","Be Vigilant!","Fellowship","Level 26 :","Fellowship","Coercion","Level 46 :","Leader's Assault","Lore Imperium","","Weapon Set 1","Double-Barreled Shotgun","","Level 11 :","Rapid Fire","Coercion","Level 26 :","Demolition","Agility","Level 46 :","Muzzle Velocity","Coercion","","Weapon Set 1","Double-Barrel Shotgun / Scoped Shotgun / [Sol Pattern] Shotgun","","","","","","","","","","","","",""
"","Level 12 :","Toughness","Carouse","Level 27 :","Overcharge II","","Level 47 :","Desolation","Medicae","","","Advanced Shield","","Level 12 :","Agility","Never Stop Believing","Level 27 :","Wild Hunt II","","Level 47 :","Integrity / Alacrity","Medicae","","","Gunnery Shield","","Level 12 :","Agility","Never Stop Believing","Level 27 :","Overcharge II","","Level 47 :","Integrity / Alacrity","Medicae","","","Gunnery Shield","","Level 12 :","In the Name of the Lex Imperialis!","Characteristic Training: Per","Level 27 :","Take and Hold IV","","Level 47 :","Personal Oversight","Medicae","","","Advanced Shield / Meragon Shield","","Level 12 :","Agility","Coercion","Level 27 :","Overcharge II","","Level 47 :","Blade in His Hand","Demolition","","","Advanced Shield / Meragon Shield / Kinesiostatic Shield","","Level 12 :","Strength","Never Stop Believing","Level 27 :","Steady Superiority IV","","Level 47 :","Enough bullets foir Everyone","Medicae","","","","","Level 12 :","Air of Authority / Break their ranks!","Characteristic Training: Per","Level 27 :","Overcharge II","","Level 47 :","Personal Oversight","Persuasion","","","Gunnery Shield","","Level 12 :","Perception","Never Stop Believing","Level 27 :","Steady Superiority IV","","Level 47 :","Enough bullets foir Everyone","Awareness","","","Advanced Shield / Gunnery Shield","","","","","","","","","","","","",""
"","Level 13 :","Ramming Speed","Carouse","Level 28 :","Rite of Calibration","Characteristic Training: Per","Level 48 :","Mob Justice","Toughness","","Weapon Set 2","Power Hammer","","Level 13 :","Swift Slaughter","Familiar Kickback","Level 28 :","Heightened Concentration","","Level 48 :","Gruesome Kill","Agility","","Weapon Set 2","Scoped Shotgun / The Rack","","Level 13 :","Swift Slaughter","Familiar Kickback","Level 28 :","Law and Order","Public Sentencing","Level 48 :","Autonomous Medikit ","Agility","","Weapon Set 2","Scoped Shotgun / [Sol-Pattern] Shotgun / The Rack","","Level 13 :","Focus!","Lore Imperium","Level 28 :","Personal Combat Zone","Toughness","Level 48 :","Sniping Zone","Fellowship","","Weapon Set 2","Bone-Shatteerer","","Level 13 :","Public Sentencing","Carouse","Level 28 :","Dependable Ally","Base Skill: Lore Xenos","Level 48 :","Autonomous Medikit","Agility","","Weapon Set 2","Djin Blade of Yremeryss","","Level 13 :","Unfaltering Fire","Armour-Piercing","Level 28 :","Coercion","Adaptability","Level 48 :","Contempt for the weak","Agility","","Weapon Set 2","Double-Barrel Shotgun / Scoped Shotgun / [Sol Pattern] Shotgun","","Level 13 :","Inspiring speech / Prepare for an assault!","Lore Imperium","Level 28 :","Suppression Factor","Mob Justice","Level 48 :","Perimeter Defence","Fellowship","","Weapon Set 2","Scoped Shotgun","","Level 13 :","Unfaltering Fire","Familiar Kickback","Level 28 :","Coercion","Adaptability","Level 48 :","Contempt for the weak","Agility","","Weapon Set 2","Necrontech Lasgun / Implacable Tempest / Hot Shot Lasgun / [Mezoa-Pattern] Lasgun","","","","","","","","","","","","",""
"","Level 14 :","Toughness","Steel of the Forge","Level 29 :","Perception","Carouse","Level 49 :","Perception","Medicae","","","Advanced Shield","","Level 14 :","Shotgun Mastery","Coercion","Level 29 :","Coercion","Agility","Level 49 :","Perception","Medicae","","","Crescendo / The Ruin","","Level 14 :","Shotgun Mastery","Coercion","Level 29 :","Agility","Coercion","Level 49 :","Perception","Medicae","","","Crescendo / The Ruin","","Level 14 :","Fellowship","Armour-Piercing","Level 29 :","Toughness","Lore Imperium","Level 49 :","Toughness","Persuasion","","","Advanced Shield / Meragon Shield","","Level 14 :","Toughness","Escape Artist","Level 29 :","Perception","Coercion","Level 49 :","Toughness","Demolition","","","Insatiable Djin Blade","","Level 14 :","Heavy Weapon Proficiency","Coercion","Level 29 :","Perception","Hail of Bullets","Level 49 :","Perception","Medicae","","","","","Level 14 :","Perception","Never Stop Believing","Level 29 :","Perception","Lore Imperium","Level 49 :","Toughness","Persuasion","","","Gunnery Shield","","Level 14 :","Shield Mastery","Coercion","Level 29 :","Perception","Armour-Piercing","Level 49 :","Fellowship","Awareness","","","","","","","","","","","","","","","",""
