"","Level 9 :","Finest Hour I","","Level 24 :","Fellowship","Base Skill: Logic","Level 44 :","Lore Xenos","Degraded Defence","","Gloves","Thrice-Pioneer's Bracers / Gloves of Rapid Desolation / Freedom and Vengeance / Compensator Gloves / Abyss Spinner Gloves","","Level 9 :","Finest Hour I","","Level 24 :","Ballistic Skill","Ready to Serve","Level 44 :","Commerce / Coercion","Eager Subordinates","","Gloves","Deflection Gloves / Thrice-Pioneer's Bracers / Gloves of Rapid Desolation / Freedom and Vengeance / Compensator Gloves","","Level 9 :","Finest Hour I","","Level 24 :","Fellowship","Base Skill: Logic","Level 44 :","Lore Xenos","Eager Subordinates","","Gloves","Thrice-Pioneer's Bracers / Gloves of Rapid Desolation / Freedom and Vengeance / Compensator Gloves / Abyss Spinner Gloves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 10 :","Lore Imperium","Ballistic Skill","Level 25 :","Hidden Advantage","","Level 45 :","Ap +1","","","Boots","Commissar Boots / Recoil Warboots","","Level 10 :","Lore Imperium","Ballistic Skill","Level 25 :","Resilient beacon","","Level 45 :","Ap +1","","","Boots","Commissar Boots / Recoil Warboots","","Level 10 :","Lore Imperium","Ballistic Skill","Level 25 :","Symbiosis","","Level 45 :","AP +1","","","Boots","Commissar Boots / Recoil Warboots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 11 :","leader Assault","Ballistic Skill","Level 26 :","Logic","Fellowship","Level 46 :","Focus!","Lore Xenos","","Weapon Set 1","Upgraded Shuriken Pistol / Quick-firing laspistol","","Level 11 :","leader Assault","Ballistic Skill","Level 26 :","Lore Imperium","Ballistic Skill","Level 46 :","Focus!","Commerce / Coercion","","Weapon Set 1","Upgraded Shuriken Pistol / quick-firing laspistol","","Level 11 :","leader Assault","Ballistic Skill","Level 26 :","Fellowship","Logic","Level 46 :","Focus!","Lore Xenos","","Weapon Set 1","Upgraded Shuriken Pistol / quick-firing laspistol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 12 :","Take Aim!","Characteristic Training : BS","Level 27 :","Orchestrated Firestorm II","","Level 47 :","Steel Resolve","Lore Xenos","","","Desolation Blast Pistol / [Sol Pattern] Laspistol / Anti-Vehicle Revolver","","Level 12 :","Take Aim!","Characteristic Training : BS","Level 27 :","Unyelding Guard I","","Level 47 :","Steel Resolve","Medicae / Coercion","","","Desolation Blast Pistol / [Sol Pattern] Laspistol","","Level 12 :","Take Aim!","Characteristic Training: BS","Level 27 :","Overcharge III","","Level 47 :","Steel Resolve","Lore Xenos","","","Desolation Blast Pistol / [Sol Pattern] Laspistol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 13 :","Heroism","Lore Imperium","Level 28 :","Against All Odds","","Level 48 :","In the hero's footsteps","Fellowship","","Weapon Set 2","Chorus of Battle / Blessing of Death / Gift of Kurnous ","","Level 13 :","Heroism","Lore Imperium","Level 28 :","Renitent Beacon","","Level 48 :","Unflinching","Fellowship","","Weapon Set 2","Chorus of Battle / Blessing of Death / Gift of Kurnous ","","Level 13 :","Heroism","Lore Imperium","Level 28 :","Unseen Support","Deadly Accuracy / las weapon expert","Level 48 :","Impure Force","Fellowship","","Weapon Set 2","Chorus of Battle / Blessing of Death / Chant of Stagnation / Deadshot Splinter Rifle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 14 :","Willpower","Characteristic Training : FEL","Level 29 :","Logic","Agility","Level 49 :","Perception","Lore Xenos","","","","","Level 14 :","Willpower","Characteristic Training : FEL","Level 29 :","Commerce / Coercion","Fellowship","Level 49 :","Toughness","Medicae / Coercion","","","","","Level 14 :","Willpower","Characteristic Training: FEL","Level 29 :","Perception","Logic ","Level 49 :","Perception","Lore Xenos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 15 :","Finest Hour IV","","Level 30 :","Characteristic Training: Perception","Strongpoint","Level 50 :","Eager Subordinates","Steady!","","","","","Level 15 :","Finest Hour III","","Level 30 :","Forced distraction / Defensive Stance","","Level 50 :","Attention!","Watch Yourself!","","","","","Level 15 :","Finest Hour IV","","Level 30 :","Strategic Adaptation","","Level 50 :","Eager for Battle","Seize the Initiative","","Pet","Computation Module FI-DR-Alpha / Beta / Stimulation Prot / Enhanced Radio Signal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 31 :","Stronghold","","Level 51 :","Support The Advance *","Lore Xenos","","","","","","","","Level 31 :","Formidable Distraction / Counter-Attack Stance","","Level 51 :","Words of Endurance","Medicae / Coercion","","","","","","","","Level 31 :","Master's Patronage","Ready to Serve","Level 51 :","Armoured Hide","Lore Xenos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 32 :","Perception","Logic","Level 52 :","Be Vigilant!","Ready to Serve","","","","","","","","Level 32 :","Fellowship","Commerce / Coercion","Level 52 :","Be Vigilant!","Character Training PER","","","","","","","","Level 32 :","Perception","Logic","Level 52 :","Steady!","Base Skill: Lore Imperium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 33 :","Dawn of Victory","","Level 53 :","Assign Objective / Finish the job","Perception","","","","","","","","Level 33 :","Taunting Defence","","Level 53 :","Get back in the fight!","Toughness","","","","","","","","Level 33 :","Rite of Calibration","","Level 53 :","Break Their Ranks!","Perception","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 34 :","Perception","Grenadier / Doing my Part","Level 54 :","Attention!","Primary Objective","","","","","","","","Level 34 :","It will not die","","Level 54 :","Degraded Defence","Wounds are no excuse!","","","","","","","","Level 34 :","Grenadier","","Level 54 :","Degraded Defence","Be Vigilant!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 35 :","Orchestrated Firestorm III","","Level 55 :","Ap +1","","","","","","","","","Level 35 :","Unyelding Guard IV","","Level 55 :","Ap +1","","","","","","","","","Level 35 :","Overcharge I","","Level 55 :","AP +1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Yrliet the Outcast https://youtu.be/k_3JPbg-NTU ","","","","","","","","","","Skill Options","","","Yrliet the Avenger","","","","","","","","","","Skill Options","","","Yrliet the Gunslinger Executioner","","","","","","","","","","Skill Options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Yrliet received many gear and talent buffs. much better now","","","","","","","","","","Awareness / Lore Xenos / Demolitions","","","Assassin sniper build","","","","","","","","","","Awareness / Lore Xenos / Demolitions","","","","","","","","","","","","","Awareness / Lore Xenos / Demolitions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Operative","","","Bounty Hunter","","","Exemplar","","","","","","","Operative","","","Assassin","","","Exemplar","","","","","","","Operative","","","Executioner","","","Exemplar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 1 :","Analyse Enemies","","Level 16 :","Hunt Down The Prey","","Level 36 :","Eager for Battle","Uncanny Sight","","","","","Level 1 :","Analyse Enemies","","Level 16 :","Seek the Opening","","Level 36 :","Eager for Battle *","Uncanny Sight","","","","","Level 1 :","Analyse Enemies","","Level 16 :","Forced Repentance","Scourging Strike + Where it hurts","Level 36 :","Eager for Battle","Uncanny Sight","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 2 :","Awareness","","Level 17 :","Claim the Bounty","","Level 37 :","Awareness","Withdraw","","Gear to consider","","","Level 2 :","Awareness","","Level 17 :","Death Whisper","","Level 37 :","Awareness","Lethal Concentration","","Gear to consider","","","Level 2 :","Awareness","","Level 17 :","Merciless Verdict","","Level 37 :","Medicae","All-Encompassing Agony","","Gear to consider","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 3 :","Expose Weakness","","Level 18 :","Hunting Surge / Hunter's Ambush","","Level 38 :","Ballistic Skill","Grenadier","","Helm","Self-Calibrating Goggles / Outcast's Visor / Hunter's Focus","","Level 3 :","Expose Weakness","","Level 18 :","Deadly Calculations","","Level 38 :","Ballistic Skill","Grenadier","","Helm","Outcast Visor / Hunter's Focus","","Level 3 :","Expose Weakness","","Level 18 :","Death Warrant","","Level 38 :","Ballistic Skill","Grenadier","","Helm","Carmine Crown / Mechanicus Respirator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 4 :","Dismantling Attack","Sharpshooter","Level 19 :","Wild Hunt","","Level 39 :","Joint Analysis","Awareness","","Armour","The Hunter-Father's Armour / Khaine's Revenge","","Level 4 :","Dismantling Attack","Sharpshooter","Level 19 :","Dispatch","","Level 39 :","Tactical Knowledge","Awareness","","Armour","The Hunter-Father's Armour / Khaine's Revenge","","Level 4 :","Dismantling Attack","Sharpshooter","Level 19 :","Carnival of Misery","","Level 39 :","Tactical Knowledge","Medicae","","Armour","The Hunter-Father's Armour","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 5 :","Perception","Nimble","Level 20 :","AP +1 - Ballistic Skill","Path of the Outcast","Level 40 :","Degraded Defence","Pierce the Armour","","Cloak","Backpack With Armour-Piercing Ammo / Cape of Righteous Fury / Xeno Emitter / Shadowguide cloak","","Level 5 :","Perception","Nimble","Level 20 :","AP +1","Ballistic Skill","Level 40 :","Degraded Defence","Killing Spree","","Cloak","Backpack With Armour-Piercing Ammo / Cape of Righteous Fury / Xeno Emitter / Cameleoline Cloak","","Level 5 :","Perception","Nimble","Level 20 :","AP +1","Ballistic Skill","Level 40 :","Degraded Defence","Maddening Flames","","Cloak","Backpack with armour-piercing ammo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 6 :","Ballistic Calculation","Perception","Level 21 :","Intelligence","Hunter's Ambush / Hunting Surge","Level 41 :","Ballistic Skill","Tide Of Excellence","","Neck","Wraithbone Necklace","","Level 6 :","Ballistic Calculation","Perception","Level 21 :","Imminent Demise","Intelligence","Level 41 :","Ballistic Skill","Tide Of Excellence","","Neck","Wraithbone Necklace","","Level 6 :","Ballistic Calculation","Perception","Level 21 :","Ballistic Skill","Does it Hurt?","Level 41 :","Ballistic Skill","Improved Tactics","","Neck","Anatomist's Amulet / Wraithbone Necklace","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 7 :","Precise Attack","Awareness","Level 22 :","Cull the Bold","","Level 42 :","Hot on the trail","Agility","","Accessory 1","Armour-Piercing Ammo / Target Designator / Aeldari Flow","","Level 7 :","Precise Attack","Awareness","Level 22 :","Awareness","Killing Edge","Level 42 :","Poised To Strike","Agility","","Accessory 1","Notes on Weakness / Armour-Piercing Ammo / Target Designator / Aeldari Flow","","Level 7 :","Precise Attack","Awareness","Level 22 :","Exsanguination","","Level 42 :","Reckless Abandon","Agility","","Accessory 1","Pair Holster","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 8 :","Fresh Target","Swift Movements","Level 23 :","Flay the Bold","Lore Xenos","Level 43 :","Trail and Shatter","Characteristic Training: PER / Base Skill: Lore Xenos","","Accessory 2","Aeldari Ranger Sight / Aeldari Flow","","Level 8 :","Fresh Target","Swift Movements","Level 23 :","Lethality Heightens","","Level 43 :","Flawless Lunge","Characteristic Training: PER / Base Skill: Lore Xenos","","Accessory 2","Aeldari Ranger Sight / Aeldari Flow","","Level 8 :","Fresh Target","Swift Movements","Level 23 :","Sower of Distress","Medicae","Level 43 :","Tormenting Sprain","Characteristic Training INT / Base Skill Lore: Xenos","","Accessory 2","Eldar Flow / Echo of Victory / Bead of Might / Portative Manipulator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 9 :","Dismantling III","Lore Xenos","Level 24 :","Perception","Deadly Accuracy / Char Training: Agi","Level 44 :","Lore Xenos","Deathdealer","","Gloves","Apex Predator's Gloves / Marksman Brancers","","Level 9 :","Dismantling III","Lore Xenos","Level 24 :","Agility","Path of the Outcast","Level 44 :","Lore Xenos","Deathdealer *","","Gloves","Death Dealer Gloves / Marksman Brancers","","Level 9 :","Dismantling III","Lore Xenos","Level 24 :","Intelligence","Drukhari Weapon Profeciency","Level 44 :","Medicae / Awareness","Extermination","","Gloves","Gloves of Rapid Desolation / Hand of Avolius / Inevitable Demise","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 10 :","Lore Xenos","Ballistic Skill","Level 25 :","Heightened Concentration","","Level 45 :","AP + 1","","","Boots","Sharpshooter Boots","","Level 10 :","Lore Xenos","Ballistic Skill","Level 25 :","Perfect Opening","","Level 45 :","AP + 1","","","Boots","Sharpshooter Boots","","Level 10 :","Lore Xenos","Ballistic Skill","Level 25 :","Anatomy Expert","","Level 45 :","AP + 1","","","Boots","Inertia Boots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 11 :","Insightful Precision","Medicae","Level 26 :","Lore Xenos","Agility","Level 46 :","Combat Insight","Lore Xenos","","Weapon Set 1","Deadshot Splinter Rifle / Wonderer's Potent / Lullaby of Sha'eil / Gift of Kurnous / Chorus of Battle","","Level 11 :","Insightful Precision","Medicae","Level 26 :","Perception","Awareness","Level 46 :","Sniper Expertise","Lore Xenos","","Weapon Set 1","Deadshot Splinter Rifle / Wonderer's Potent / Lullaby of Sha'eil / Gift of Kurnous / Chorus of Battle","","Level 11 :","Insightful Precision","Medicae","Level 26 :","Intelligence","Medicae","Level 46 :","Passive Learning","Awareness","","Weapon Set 1","Agonising Splinter Pistol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 12 :","Perfect Spot","Las Weapon Expert","Level 27 :","Wild Hunt II","","Level 47 :","Sniper Expertise","Demolition","","","","","Level 12 :","Perfect Spot","Las Weapon Expert","Level 27 :","Dispatch II","","Level 47 :","Improved tactics","Medicae","","","","","Level 12 :","Perfect Spot","Las Weapon Expert","Level 27 :","Carnival of Misery III","","Level 47 :","Sniper Expertise","Awareness","","","Venomous SPlinter Pistol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 13 :","Comprehensive Analysis","Ballistic Skill","Level 28 :","Savour the kill / Guidance","","Level 48 :","Gruesome Kill","Perception","","Weapon Set 2","Eye of Hecaton / Blessing of Death / Wonderer's Potent","","Level 13 :","Comprehensive Analysis","Ballistic Skill","Level 28 :","Deadly Accuracy","Disarray","Level 48 :","Bringer of Doom","Agility","","Weapon Set 2","Eye of Hecaton / Blessing of Death / Wonderer's Potent","","Level 13 :","Comprehensive Analysis","Ballistic Skill","Level 28 :","Master of Torture","","Level 48 :","Battle of Attrition","Perception","","Weapon Set 2","Deadshot Splinter Rifle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 14 :","Intelligence","Swift Sight","Level 29 :","Awareness","Perception","Level 49 :","Perception","Demolition","","","","","Level 14 :","Intelligence","Swift Sight","Level 29 :","Perception","Lore Xenos","Level 49 :","Perception","Medicae","","","","","Level 14 :","Intelligence","Swift Sight","Level 29 :","Intelligence","Awareness / Medicae","Level 49 :","Perception","Lore Xenos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 15 :","Dismantling IV","","Level 30 :","Drukhari Weapon Prof","Ensnare the Prey","Level 50 :","Deadly Aim / Extermination","Continuous Analysis","","","","","Level 15 :","Dismantling IV","","Level 30 :","Elusive Shadow","","Level 50 :","Deadly Aim / Extermination","Combat Insight","","","","","Level 15 :","Dismantling IV","","Level 30 :","Pain Resonance","Dual-Weapon Combat","Level 50 :","Deadly Aim","Combat Insight","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 31 :","Inspiring Trophy","","Level 51 :","Share the Spoils","Demolition","","","","","","","","Level 31 :","Drukhari Weapon Prof","Seize the Advantage","Level 51 :","Mortally Effective","Medicae","","","","","","","","Level 31 :","Fragile Playthings","","Level 51 :","Acute Pain","Lore Xenos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 32 :","Intelligence","Awareness","Level 52 :","Weak Body, Weak Soul","Characteristic Training Int / Advanced Skill: Lore Xenos","","","","","","","","Level 32 :","Lore Xenos","","Level 52 :","Continuous Analysis","Characteristic Training Int / Advanced Skill: Lore Xenos","","","","","","","","Level 32 :","Perception","Awareness","Level 52 :","Tide Of Excellence","Characteristic Training PER / Advanced Skill: Lore Xenos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 33 :","Expert Finesse","","Level 53 :","Piercing Shot","Intelligence","","","","","","","","Level 33 :","Lone Killer","Ballistic Skill","Level 53 :","Joint Analysis","Perception","","","","","","","","Level 33 :","Racking Weakness","","Level 53 :","Joint Analysis","Intelligence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 34 :","Drukhari Equipment","","Level 54 :","Vital Points / Critical Velocity","Pierce and Ruin","","","","","","","","Level 34 :","Drukhari Equipment","","Level 54 :","Vital Points","Professional Acumen","","","","","","","","Level 34 :","Perception","Poetry of Pain","Level 54 :","Critical Velocity","Weak Body, Weak Soul","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 35 :","Wild Hunt III","","Level 55 :","AP + 1","","","","","","","","","Level 35 :","Dispatch I / III","","Level 55 :","AP + 1","","","","","","","","","Level 35 :","Carnival of Misery IV","","Level 55 :","AP + 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Ulfar the Grey Hunter with Bolt Pistol https://youtu.be/aY--fBVF504 ","","","","","","","","","","Skill Options","","","Ulfar the Grey Hunter with Plasma Pistol","","","","","","","","","","Skill Options","","","Ulfar the Grey Hunter with Flamer","","","","","","","","","","Skill Options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Mixed attacker ulfar with new gear is very enjoyable, not Argenta levels of damage but much more fitting for an astartes","","","","","","","","","","Athletics / Carouse / Demolitions / Awareness","","","","","","","","","","","","","Athletics / Carouse / Demolitions / Awareness","","","","","","","","","","","","","Athletics / Carouse / Demolitions / Awareness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Soldier","","","Arch-Militant","","","Exemplar","","","","","","","Soldier","","","Arch-Militant","","","Exemplar","","","","","","","Soldier","","","Arch-Militant","","","Exemplar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 1 :","Run and Gun","","Level 16 :","Versatility","","Level 36 :","Eager for battle *","Swift Slaughter","","","","","Level 1 :","Run and Gun","","Level 16 :","Versatility","","Level 36 :","Eager for battle *","Swift slaughter","","","","","Level 1 :","Run and Gun","","Level 16 :","Versatility","","Level 36 :","Eager for battle *","Swift Slaughter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 2 :","Athletics","","Level 17 :","Kick","","Level 37 :","Athletics","Critical Versatility","","Gear to consider","","","Level 2 :","Athletics","","Level 17 :","Kick","","Level 37 :","Demolitions","Critical Versatility","","Gear to consider","","","Level 2 :","Athletics","","Level 17 :","Kick","","Level 37 :","Athletics","Critical Versatility","","Gear to consider","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 3 :","Revel in Slaughter","","Level 18 :","Martial Art","","Level 38 :","Ballistic Skill","Swift Movements","","Helm","Red Wolf Skull / Emperor's Justice","","Level 3 :","Revel in Slaughter","","Level 18 :","Martial Art","","Level 38 :","Ballistic Skill","Grenadier","","Helm","Red Wolf Skull / Emperor's Justice","","Level 3 :","Revel in Slaughter","","Level 18 :","Martial Art","","Level 38 :","Ballistic Skill","Power Weapon Expert","","Helm","Red Wolf Skull / Emperor's Justice /","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 4 :","Firearm Mastery","Fired Up","Level 19 :","Steady Superiority","","Level 39 :","Entrench","Athletics","","Armour","Might of Fenris Armour / Holy Power Armour / Bloodcraver","","Level 4 :","Firearm Mastery","Fired Up","Level 19 :","Steady Superiority","","Level 39 :","Concentrated Fire","Demolitions","","Armour","Might of Fenris Armour / Holy Power Armour / Bloodcraver","","Level 4 :","Firearm Mastery","Fired Up","Level 19 :","Steady Superiority","","Level 39 :","Concentrated Fire","Athletics","","Armour","Might of Fenris Armour / Holy Power Armour / Bloodcraver","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
