"","Level 8 :","March","Commerce","Level 23 :","Unwavering Motivation","Lore Imperium","Level 43 :","Undisputed Advantage","Calculated Resolve","","Gloves","","Deflection Gloves","Gloves of Rapid Desolation","Abyss Spinner Gloves / Gloves of Rapid Desolation","","","Level 8 :","March","Commerce","Level 23 :","Safe Shelter","","Level 43 :","Enhanced Augmetics","Advanced Skill: Logic","","Gloves","","Deflection Gloves","Gloves of Rapid Desolation","Abyss Spinner Gloves","","","Level 8 :","March","Commerce","Level 23 :","Persuasion","Fire at Will","Level 43 :","Inescapable Zone","Residual Power","","Gloves","","Deflection Gloves","Gloves of Rapid Desolation","Abyss Spinner Gloves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 9 :","Finest Hour I","","Level 24 :","Fellowship","Doing my Part","Level 44 :","Lore Xenos","Deathdealer / Eager Subordinates","","Boots","","Commissar Boots","Commissar Boots / Sharpshooter's Boots","Commissar Boots / Sharpshooter's Boots","","","Level 9 :","Finest Hour I","","Level 24 :","Fellowship","Base Skill: Logic","Level 44 :","Lore Xenos","Degraded Defence","","Boots","","Commissar Boots","Commissar Boots","Commissar Boots","","","Level 9 :","Finest Hour I","","Level 24 :","Fellowship","Doing my Part","Level 44 :","Persuasion","Degraded Defence","","Boots","","Commissar Boots","Commissar Boots","Commissar Boots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 10 :","Lore Imperium","Ballistic Skill","Level 25 :","Hidden Advantage","","Level 45 :","Ap +1","","","Weapon Set 1","","Quick-firing Laspistol","Quick-firing Laspistol","Neuro Disruptor / Quick Shot Laspistol","","","Level 10 :","Lore Imperium","Ballistic Skill","Level 25 :","Kinetic Module","","Level 45 :","AP +1","","","Weapon Set 1","","Quick-firing Laspistol","Quick-firing Laspistol","Neuro DIsruptor","","","Level 10 :","Lore Imperium","Ballistic Skill","Level 25 :","Personal Combat Zone","","Level 45 :","Ap +1","","","Weapon Set 1","","Quick-firing Laspistol","Quick-firing Laspistol","Neuro DIsruptor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 11 :","leader Assault","Ballistic Skill","Level 26 :","Lore Imperium","Fellowship","Level 46 :","Personal Oversight","Lore Xenos","","","","Blast Pistol","Desolation Blast Pistol","Mars Pattern Hot Shot Laspistol","","","Level 11 :","leader Assault","Ballistic Skill","Level 26 :","Fellowship","Logic","Level 46 :","Focus!","Lore Xenos","","","","Blast Pistol","Desolation Blast Pistol","Mars Pattern Hot Shot Laspistol","","","Level 11 :","leader Assault","Ballistic Skill","Level 26 :","Fellowship","Persuasion","Level 46 :","Personal Oversight","Persuasion","","","","Blast Pistol","Desolation Blast Pistol","Mars Pattern Hot Shot Laspistol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 12 :","Take Aim!","Characteristic Training : BS","Level 27 :","Orchestrated Firestorm III","","Level 47 :","Inspiring Speech","Lore Xenos","","Weapon Set 2","","Alpha's Arc Rifle","Alpha's Arc Rifle","Alpha's Arc Rifle / Arc Rifle Mindstrom","","","Level 12 :","Take Aim!","Characteristic Training: BS","Level 27 :","Overcharge III","","Level 47 :","Personal Oversight","Lore Xenos","","Weapon Set 2","","Alpha's Arc Rifle","Deadshot Splinter Rifle","Quick-firing laspistol","","","Level 12 :","Take Aim!","Characteristic Training : BS","Level 27 :","Take and Hold IV","","Level 47 :","Inspiring Speech","Lore Imperium","","Weapon Set 2","","Alpha's Arc Rifle","Deadshot Splinter Rifle","Quick-firing laspistol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 13 :","Heroism","Lore Imperium","Level 28 :","Against All Odds","","Level 48 :","Support The Advance","Fellowship","","","","","","","","","Level 13 :","Heroism","Lore Imperium","Level 28 :","Unseen Support","Doing My Part","Level 48 :","Impure Force","Fellowship","","","","","","Anti-vehicle Revolver","","","Level 13 :","Heroism","Lore Imperium","Level 28 :","Opening Strategy","Intelligence","Level 48 :","Strongpoint","Fellowship","","","","","","Anti-vehicle Revolver","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 14 :","Willpower","Characteristic Training : FEL","Level 29 :","Coercion / Persuasion","Agility","Level 49 :","Perception","Persuasion","","","","","","","","","Level 14 :","Willpower","Characteristic Training: FEL","Level 29 :","Perception","Logic ","Level 49 :","Perception","Lore Xenos","","Pet Protocol","","Analytics Module","Analytics Module","Fortification Protocol","","","Level 14 :","Willpower","Characteristic Training : FEL","Level 29 :","Intelligence","Lore Imperium","Level 49 :","Intelligence","Lore Imperium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 15 :","Finest Hour IV","","Level 30 :","Characteristic Training: Per","Fervour","Level 50 :","Know-It-All","Steel Resolve","","Optical Insertion","Somatic Insertion","Cortical Insertion","Sinistral Insertion","Dextral Insertion","Musculoskeletal Insertion","","Level 15 :","Finest Hour IV","","Level 30 :","Strategic Adaptation","","Level 50 :","Extermination","Seize the Initiative","","","","","","","","","Level 15 :","Finest Hour IV","","Level 30 :","Overwhelming Stratagem","","Level 50 :","Eager for Battle","Steel Resolve","","Optical Insertion","Somatic Insertion","Cortical Insertion","Sinistral Insertion","Dextral Insertion","Musculoskeletal Insertion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 31 :","Personal Involvement","","Level 51 :","Brink of Death","Persuasion","","Tactical Analyser","Jae's Cervival Node (causes bleed)","","The Hand That feeds","","","Act 2","","","","Level 31 :","Master's Patronage","Ready to Serve","Level 51 :","Armoured Hide","Lore Xenos","","Optical Insertion","Somatic Insertion","Cortical Insertion","Sinistral Insertion","Dextral Insertion","Musculoskeletal Insertion","","","","","Level 31 :","Daunting Zone","Characteristic Training: Per","Level 51 :","Adjusting Frontline","Lore Xenos","","Tactical Analyser","Jae's Cervival Node","","The Hand That feeds","","","Act 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 32 :","Perception","Coercion / Persuasion","Level 52 :","Be Vigilant!","Lethal Precision","","Tactical Analyser","Jae's Cervival Node","Cerebral Inverter MK 'Tactician'","The Hand That feeds","","","Act 3","","","","Level 32 :","Perception","Logic","Level 52 :","Steady!","Base Skill: Lore Imperium","","Tactical Analyser","Jae's Cervival Node","","The Hand That feeds","","","Act 2","","","","Level 32 :","Lore Imperium","Perception","Level 52 :","Be Vigilant!","Motive-Force Overload","","Tactical Analyser","Jae's Cervival Node","","","","","Act 3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 33 :","Liturgy of Insulation","","Level 53 :","Break Thier Ranks!","Perception","","Tactical Analyser","","Cerebral Inverter MK 'Tactician'","Suppression Manipulator","Galvanic Inductor MK Tactician","Phase Oscillar MK Tactician","Act 4","","","","Level 33 :","Rite of Calibration","","Level 53 :","Break Their Ranks!","Perception","","Tactical Analyser","Jae's Cervival Node","","","","","Act 3","","","","Level 33 :","Perception","Critical Zone","Level 53 :","Break their ranks!","Intelligence","","Tactical Analyser","","Telemetric Logis Analyser MK Officer","Suppression Manipulator","","","Act 4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 34 :","Perception","Overclocking Module","Level 54 :","Degraded Defence","Steady! / Prepare for an Assault!","","","","","","","","Act 5","","","","Level 34 :","Grenadier","","Level 54 :","Eager for Battle","Be Vigilant!","","Tactical Analyser","","Telemetric Logis Analyser MK Officer","Suppression Manipulator","Galvanic Inductor MK Tactician","Phase Oscillar MK Tactician","Act 4","","","","Level 34 :","Grenadier","","Level 54 :","Attention!","Steady!","","","","","","","","Act 5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 35 :","Orchestrated Firestorm II","","Level 55 :","Ap +1","","","","","","","","","","","","","Level 35 :","Overcharge I","","Level 55 :","AP +1","","","","","","","","","Act 5","","","","Level 35 :","Take and Hold II","","Level 55 :","Ap +1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Yrliet Lanaevyss - Outcast Ranger","","","","","","","","","","Skill Options","","","","","","","Yrliet Lanaevyss - Outcast Avenger","","","","","","","","","","Skill Options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Operative buffs really help Yrliet pump out some damage. Sniper is still the weakest setup in rogue trader but with unique aeldari options Yrliet is far stronger than she has been since the operative/assassin nerf from launch","","","","","","","","","","Awareness / Lore Xenos / Demolitions","","","","","","","","","","","","","","","","","Awareness / Lore Xenos / Demolitions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Operative","","","Bounty Hunter","","","Exemplar","","","","","","","","","","","Operative","","","Assassin","","","Exemplar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 1 :","Analyse Enemies","","Level 16 :","Hunt Down The Prey","","Level 36 :","Deathdealer","Tide Of Excellence","","Gear to consider","Act 1","Act 2","Act 3","Act 4","Act 5","","Level 1 :","Analyse Enemies","","Level 16 :","Seek the Opening","","Level 36 :","Malign Influence","Tide Of Excellence","","Gear to consider","Act 1","Act 2","Act 3","Act 4","Act 5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 2 :","Awareness","","Level 17 :","Claim the Bounty","","Level 37 :","Awareness / Medicae","Withdraw","","Helm","","Outcast's Visor","Outcast's Visor","Outcast's Visor","","","Level 2 :","Awareness","","Level 17 :","Death Whisper","","Level 37 :","Awareness / Medicae","Lethal Concentration","","Helm","","Outcast's Visor","Outcast's Visor","Self-Calibrating Goggles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 3 :","Expose Weakness","","Level 18 :","Hunting Surge","","Level 38 :","Ballistic Skill","Grenadier","","Armour","","Hunter-Father's Armour","Hunter-Father's Armour","Cold Blood / Khaine's Revenge","","","Level 3 :","Expose Weakness","","Level 18 :","Deadly Calculation","","Level 38 :","Ballistic Skill","Grenadier","","Armour","","Hunter-Father's Armour","Hunter-Father's Armour","Cold Blood / Khaine's Revenge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 4 :","Dismantling Attack","Sharpshooter","Level 19 :","Wild Hunt","","Level 39 :","Tactical Knowledge","Awareness / Medicae","","Cloak","","Cameleoline Cloak","Cameleoline Cloak","Cape of righteous fury","","","Level 4 :","Dismantling Attack","Sharpshooter","Level 19 :","Dispatch","","Level 39 :","Tactical Knowledge","Awareness / Medicae","","Cloak","","Cameleoline Cloak","Cameleoline Cloak","Cape of righteous fury","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 5 :","Perception","Nimble","Level 20 :","AP +1 - Ballistic Skill","Path of the Outcast","Level 40 :","Masterful Precision","Pierce the Armour","","Neck","","Wraithbone Necklace","Wraithbone Necklace","Wraithbone Necklace","","","Level 5 :","Perception","Nimble","Level 20 :","AP +1","Ballistic Skill","Level 40 :","Deathdealer","Seize the advantage","","Neck","","Wraithbone Necklace","Wraithbone Necklace","Wraithbone Necklace","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 6 :","Ballistic Calculation","Perception","Level 21 :","Intelligence","Heightened Concentration","Level 41 :","Ballistic Skill","Improved Tactics","","Accessory 1","","Target Designator","Prey Scanner","Prey Scanner / Aeldari Flow","","","Level 6 :","Ballistic Calculation","Perception","Level 21 :","Imminent Demise","Ballistic Skill","Level 41 :","Ballistic Skill","Improved Tactics","","Accessory 1","","Target Designator","Prey Scanner","Notes on weaknesses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 7 :","Precise Attack","Awareness","Level 22 :","Cull the Bold","","Level 42 :","Hot on the trail","Intelligence","","Accessory 2","","Portative Manipulator","Aeldari Ranger Sight","Aeldari Ranger Sight","","","Level 7 :","Precise Attack","Awareness","Level 22 :","Lore Xenos","Killing Edge","Level 42 :","Elusive Shadow","Intelligence","","Accessory 2","","Portative Manipulator","Aeldari Ranger Sight","Aeldari Ranger Sight","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 8 :","Fresh Target","Swift Movements","Level 23 :","Inspiring Trophy","Lore Xenos","Level 43 :","Trail and Shatter","Base Skill: Lore Xenos","","Gloves","","Kasrkin Gauntlets","Apex Predator's Gloves","Death Dealer Gloves / Apex Predator's Gloves","","","Level 8 :","Fresh Target","Swift Movements","Level 23 :","Lethality Heightens","","Level 43 :","An Eye for the unscathed","Base Skill: Lore Xenos","","Gloves","","Kasrkin Gauntlets","Apex Predator's Gloves","Apex Predator's Gloves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 9 :","Dismantling III","Lore Xenos","Level 24 :","Agility","Deadly Accuracy","Level 44 :","Lore Xenos","Deadly Aim / Degraded Defence","","Boots","","Ergo Boots","Sharpshooter Boots","Sharpshooter Boots","","","Level 9 :","Dismantling III","Lore Xenos","Level 24 :","Intelligence","Path of the Outcast","Level 44 :","Lore Xenos","Contagion","","Boots","","Ergo Boots","Sharpshooter Boots","Sharpshooter Boots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 10 :","Lore Xenos","Ballistic Skill","Level 25 :","Hunter's Ambush","","Level 45 :","AP + 1","","","Weapon Set 1","","Wanderer's Portent","Wanderer's Portent","Wanderer's Portent / Gift of Kurnous","","","Level 10 :","Lore Xenos","Ballistic Skill","Level 25 :","Perfect Opening","","Level 45 :","AP + 1","","","Weapon Set 1","","Wanderer's Portent","Wanderer's Portent","Wanderer's Portent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 11 :","Uncanny Sight","Medicae","Level 26 :","Lore Xenos","Ballistic Skill","Level 46 :","Continuous Analysis","Lore Xenos","","","","","","","","","Level 11 :","Uncanny Sight","Medicae","Level 26 :","Intelligence","Lore Xenos","Level 46 :","Continuous Analysis","Lore Xenos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 12 :","Perfect Spot","Las Weapon Expert","Level 27 :","Wild Hunt II","","Level 47 :","Comprehensive Analysis","Medicae","","Weapon Set 2","","Silence of Sha'eil","Ynnealith","Lullaby of Sha'eil","","","Level 12 :","Perfect Spot","Las Weapon Expert","Level 27 :","Dispatch II","","Level 47 :","Comprehensive Analysis","Medicae","","Weapon Set 2","","Silence of Sha'eil","Ynnealith","Lullaby of Sha'eil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 13 :","Insightful Precision","Ballistic Skill","Level 28 :","Savour the kill","","Level 48 :","Share the Spoils","Intelligence","","","","","","","","","Level 13 :","Insightful Precision","Ballistic Skill","Level 28 :","Deadly Accuracy","Killing Spree","Level 48 :","Lone Killer","Intelligence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 14 :","Intelligence","Swift Sight","Level 29 :","Awareness / Medicae","Perception","Level 49 :","Perception","Medicae","","","","","","","","","Level 14 :","Intelligence","Swift Sight","Level 29 :","Perception","Lore Imperium","Level 49 :","Perception","Medicae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 15 :","Dismantling IV","","Level 30 :","Drukhari Weapon Prof","Ensnare the Prey","Level 50 :","Extermination","Sniper Expertise","","","","","","","","","Level 15 :","Dismantling IV","","Level 30 :","Danse Macabre","","Level 50 :","Degraded Defence / Deadly Aim","Sniper Expertise","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 31 :","Expert Finesse","","Level 51 :","Gruesome Kill","Medicae / Awareness","","","","","","","","","","","","Level 31 :","Drukhari Weapon Prof","Bringer of Doom","Level 51 :","Outsmart","Medicae / Awareness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 32 :","Perception","Awareness / Medicae","Level 52 :","Weak Body, Weak Soul","Advanced Skill: Lore Xenos","","","","","","","","","","","","Level 32 :","Lore Imperium","","Level 52 :","Weak Body, Weak Soul","Advanced Skill: Lore Xenos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 33 :","Flay the Bold","","Level 53 :","Joint Analysis","Perception","","","","","","","","","","","","Level 33 :","Disarray","Perception","Level 53 :","Joint Analysis","Perception","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 34 :","Drukhari Equipment","","Level 54 :","Vital Points","Combat Insight","","","","","","","","","","","","Level 34 :","Drukhari Equipment","","Level 54 :","Vital Points","Combat Insight","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 35 :","Wild Hunt III","","Level 55 :","AP + 1","","","","","","","","","","","","","Level 35 :","Dispatch I","","Level 55 :","AP + 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Ulfar - Grey Hunter","","","","","","","","","","Skill Options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Not changed much unfortunately as Ulfar tends to get excluded from DLC power creep. Still a soldier trying to be a warrior with no rate of fire gear. Area talents do apply to your melee.","","","","","","","","","","Athletics / Carouse / Demolitions / Awareness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Soldier","","","Arch-Militant","","","Exemplar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 1 :","Run and Gun","","Level 16 :","Versatility","","Level 36 :","Peak Condition","Swift Slaughter","","Gear to consider","Act 1","Act 2","Act 3","Act 4","Act 5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 2 :","Athletics","","Level 17 :","Kick","","Level 37 :","Athletics","Critical Versatility","","Helm","","","Red Wolf Skull","Laughing Wolf Helm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 3 :","Revel in Slaughter","","Level 18 :","Martial Art","","Level 38 :","Ballistic Skill","Swift Movements","","Armour","","","Wolfskin","Might of Fenris Armour","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 4 :","Firearm Mastery","Fired Up","Level 19 :","Steady Superiority","","Level 39 :","Entrench","Athletics","","Cloak","","","Wolf Pelt Cloak","Shroud of Dauntlessness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 5 :","Agility","Rapid Reload","Level 20 :","Ap +1","Ballistic Skill","Level 40 :","Degraded defence","Contempt for the Weak","","Neck","","","For the defence of cadia","Dog Tags","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 6 :","Agility","Controlled Shot","Level 21 :","Always Ready","Ballistic Skill","Level 41 :","Ballistic Skill","Point-Blank","","Accessory 1","","","Secrets of the forerunner","Echo of Victory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 7 :","Ballistic Skill","Duelling Mastery","Level 22 :","Wild Fire","Bolt Weapon Expert","Level 42 :","Devastating Attack","Agility","","Accessory 2","","","Book of war prayers","Pair Holster / Secrets of the forerunner","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 8 :","Rack and Ruin","Awareness","Level 23 :","Athletics","Broad expertise","Level 43 :","Breaking Attack","Power Weapon Expert","","Gloves","","","Astartes Power Gloves","Blood Ice Gauntlets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 9 :","Firearm Mastery II","","Level 24 :","Toughness","Brutal Hunter","Level 44 :","Awareness","Destroyer","","Boots","","","Astartes Power Boots","Icebreaker Sabatons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 10 :","Alacrity","Ballistic Skill","Level 25 :","Armsmaster","","Level 45 :","AP +1","","","Weapon Set 1","","","Astartes Bolt Pistol","[Mezoa-Pattern] Astartes Bolt Pistol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 11 :","Rapid Fire","Demolition","Level 26 :","Athletics","Agility","Level 46 :","Tenderise","Awareness","","","","","Astartes Chainsword","Xenophase Sword","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 12 :","Perception","Dual-Weapon Combat","Level 27 :","Steady Superiority IV","","Level 47 :","Enough Bullets for Everyone","Awareness","","Weapon Set 2","","","Astartes Bolter","Typhoon / Annihilating Astartes Bolter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 13 :","Unfaltering Fire","It Will not Die","Level 28 :","Awareness","Flashfire","Level 48 :","Exploit Weakness","Agility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 14 :","Chain Weapon Expert","Demolition","Level 29 :","Agility","Combat Master","Level 49 :","Toughness","Awareness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 15 :","Firearm Mastery III","","Level 30 :","Reckless Rush","","Level 50 :","Extermination","Camaraderie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 31 :","Dependable","","Level 51 :","Distract","Demolition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 32 :","Perception","Awareness","Level 52 :","Preferred Targets","Trusty Weapons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 33 :","Adaptability","Perception","Level 53 :","Dash","Toughness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 34 :","Perception","Grenadier","Level 54 :","Eager for battle","Accustomed to Glory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 35 :","Steady Superiority II","","Level 55 :","AP +1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Dracon Marazhai - Kabalite Assassin","","","","","","","","","","Skill Options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Shearing strikes build, can use Bloodseeker Klaive in combination with bleed daggers to stack dodge to the moon and further supported by armour stacking from undying rage. Fiend of Vheabos VI adds a death aura effect","","","","","","","","","","Demolitions / Medicae / Athletics / Carouse ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Warrior","","","Assassin","","","Exemplar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 1 :","Charge","","Level 16 :","Seek the Opening","","Level 36 :","Malign influence","Shearing Strikes","","Gear to consider","Act 1","Act 2","Act 3","Act 4","Act 5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
